------------------------------------------------------------------------------------
导出信息：
姓名：戴某锐
支付宝账户：13738756428
起始时间：[2022-05-30 00:00:00]    终止时间：[2023-05-29 23:59:59]
导出交易类型：[全部]
导出时间：[2023-05-29 12:35:09]
共734笔记录
收入：27笔 8489.01元
支出：528笔 65003.88元
不计收支：179笔 20054.44元

特别提示：
1.本回单内容可表明支付宝受理了相应支付交易申请，因系统原因或通讯故障等偶发因素导致本回单与实际交易结果不符时，以实际交易情况为准；
2.请勿将本回单作为收款方发货的凭据使用，请查证账户实际到账情况后再进行发货操作；
3.支付宝快捷支付等非余额支付方式可能既产生支付宝交易也同步产生银行交易，因此请勿使用本回单进行重复记账；
4.本回单如经任何涂改、编造，均立即失去效力；
5.部分账单如：充值提现、账户转存或者个人设置收支等不计入为收入或者支出，记为不计收支类；
6.因统计逻辑不同，明细金额直接累加后，可能会和下方统计金额不一致，请以实际交易金额为准；
7.禁止将本回单用于非法用途；
8.本明细仅展示当前账单中的交易，不包括已删除的记录；
9.本明细仅供个人对账使用。

------------------------支付宝（中国）网络技术有限公司  电子客户回单------------------------
交易时间            ,交易分类                ,交易对方                ,对方账号                ,商品说明                ,收/支                 ,金额                  ,收/付款方式              ,交易状态                ,交易订单号     ,商家订单号           ,备注                  ,
2024-01-01 17:43:08,信用借还,华夏银行（解析文件中未包含华夏信用卡）,/,信用卡还款,不计收支,301.00,余额宝,还款成功,2022062100003001560037233415	,	,,
2024-01-01 14:08:52,信用借还,中信银行,/,信用卡还款,不计收支,4.10,余额宝,还款成功,2022100900003001860044469909	,	,,
2024-01-01 12:43:43,信用借还,中信银行,/,信用卡还款,不计收支,1995.00,交通银行储蓄卡(5242),还款成功,2022103100003001860046373919	,	,,
2024-01-01 12:43:43,信用借还,中信银行,/,信用卡还款,不计收支,1995.00,宁波银行储蓄卡(1746),还款成功,2022103100003001860046373919	,	,,
2024-01-01 16:24:59,信用借还,ETC服务费专项账号,/,ETC设备冻结押金,不计收支,0.00,,解冻成功,20230306495997195605	,1082338046807396352	,,
2024-01-01 07:50:33,信用借还,ETC服务费专项账号,/,ETC设备冻结押金,不计收支,0.00,,信用服务使用成功,20230304484798585605	,1081483807520751617	,,
2024-01-01 08:54:59,信用借还,花呗,/,花呗主动还款-2022年10月账单,不计收支,7.00,余额宝,还款成功,2022101229020999860180140914	,	,,
2024-01-01 20:15:50,信用借还,花呗（解析文件中未包含交通银行储蓄卡）,/,花呗主动还款-2024年01月账单,不计收支,99.92,交通银行储蓄卡(5242)&花呗金,还款成功,2023122729020999860177630843	,	,,
2024-01-01 20:14:35,信用借还,花呗,/,花呗主动还款,不计收支,291.85,,还款失败,2023122729020999860177367629	,	,,
2024-01-01 09:13:09,账户存取,戴某锐（账单条目中未列出转入的银行）,137******28,充值-普通充值,不计收支,1.00,余额,交易成功,20230531200040011100560024241537	,	,,
2024-01-01 09:47:19,账户存取,宁波银行,/,提现-实时提现,不计收支,0.90,余额,交易成功,20230530200040011100560023821062	,68eff6c025aa5d3430d712d4956d75d0	,,
2024-01-01 17:35:02,账户存取,数字人民币,/,数字人民币-转入,不计收支,17.00,,交易成功,20221010002900000002860004900869	,	,,
2024-01-01 17:37:53,转账红包,数字人民币(0275),/,数字人民币转账,支出,17.00,,交易成功,20221010002900000003860002167724	,	,,
2024-01-01 10:59:12,转账红包,支付宝红包,/,发普通红包,支出,80.00,,交易成功,20230821200040031100560021468380	,202308210206302291298189560083247864	,,
2024-01-01 08:10:55,转账红包,哈啰,/,哈啰出行账户余额提现,收入,49.60,,交易成功,20230625020070011500560027105928	,CPR23062508105526931273952G	,,
2024-01-01 12:07:53,转账红包,淘宝（中国）软件有限公司,/,淘宝签到提现,收入,0.11,,交易成功,20230605020070011500560000086640	,FP301_1775447996480416	,,
2024-01-01 21:18:29,转账红包,北京字跳博朗商业管理有限公司,/,抖音提现,收入,9.31,,交易成功,20230203110070001506560014715191	,32302030240080067591	,,
2024-01-01 08:26:01,转账红包,某义,182******34,预约转账,收入,52.00,余额,交易成功,20220804200040011100860097810538	,2022080317082400075086007313629120220804	,,
2024-01-01 09:53:40,转账红包,某义,182******34,收到普通红包,收入,1.00,账户余额,交易成功,20230903200040011100860063863668	,2023090302063022341472458600894132550001F	,,
2024-01-01 09:53:07,转账红包,某义,182******34,添加备注,收入,1.00,账户余额,交易成功,20230903200040011100860063814314	,	,,
2024-01-01 09:55:36,转账红包,钟某珍,133******68,转账,收入,2000.00,余额,交易成功,20221029200040011100820036412667	,	,,
2024-01-01 13:22:31,转账红包,Charon(**静),159******39,转账,支出,500.00,余额宝,交易成功,20221227200040011100860058851083	,	,,
2024-01-01 07:15:54,转账红包,支付宝小荷包(20230626分赃),/,支付宝小荷包-某轩骂人,支出,20.00,余额宝,交易成功,20230524020070011500560023196375	,2088610459991815|72d054b3-51dc-b1e9-fc88-121fe4eac2e0	,,
2024-01-01 07:15:31,转账红包,支付宝小荷包(戴某轩),/,支付宝小荷包-转出,收入,20.00,余额,交易成功,20230524020070011500560023431596	,2088420829358650|cf76e87b-b0ea-a4a1-38be-507afa8c6f59	,,
2024-01-01 12:31:57,转账红包,支付宝小荷包(戴某轩),/,支付宝小荷包-上周体育奖励+正常睡觉无作业没完成,支出,15.00,余额宝,交易成功,20240123020070011500560064793874	,2088420829358650|fff149bd-9a3f-d34a-f473-dbab0cac0a8f	,,
2024-01-01 16:00:45,商业服务,支付宝(中国)网络技术有限公司,sys***@alipay.com,花呗收钱服务费[2022102122001479861447193758],支出,1.60,,交易成功,2022102128013000860901100047224294	,2022102122001479861447193758	,,
